,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
SEG - REPORTE GENERAL DE SOLICITUDES - GENERADO EN:20/02/2020 - 12:09:43,,,,,,,,,,,,,,,
SOLICITUD,SOLICITUD SC,NIS,TIPO DE SERVICIO,MOVIMIENTO,PRON‡STICO,ETAPA,FECHA DE SOLICITUD,FECHA CONVENIDA,FECHA DE ENTREGA,PROBLEMA PARA SU ATENCION,COMENTARIOS,PARO DE RELOJ,MOTIVO PARO DE RELOJ,INICIO PARO DE RELOJ FECHA/HORA,FIN PARO DE RELOJ FECHA/HORA
12508398,,1910200232083,Reventa Datos,Suspension,,LIQUIDADA,14/02/2020 16:48,,14/02/2020 16:50,,Victor - 2020-02-14 16:49:30 - SUSPENSION ,,,,
12508395,,1910200232073,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 16:46,22/02/2020,,,,,,,
12508394,,1910200232066,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 16:43,,,,,,,,
12508389,,1910200232063,Reventa Datos,Suspension,,LIQUIDADA,14/02/2020 16:42,,14/02/2020 16:47,,Victor - 2020-02-14 16:45:12 - SUSPENSION ,,,,
12508385,,1910200232060,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 16:39,,,,Elizabeth - 2020-02-14 17:05:05 - Casa de dos niveles zagu†n verde ,,,,
12508375,,1910200232045,Reventa Datos,Suspension,,LIQUIDADA,14/02/2020 16:36,,14/02/2020 16:43,,Victor - 2020-02-14 16:40:57 - SUSPENSION ,,,,
12508371,,1910200232038,Reventa Datos,Suspension,,LIQUIDADA,14/02/2020 16:34,,14/02/2020 16:35,,Victor - 2020-02-14 16:35:06 - SUSPENSION ,,,,
12508370,,1910200232032,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 16:32,,,,,,,,
12508363,,1910200232026,Reventa Datos,Suspension,,LIQUIDADA,14/02/2020 16:30,,14/02/2020 16:36,,Victor - 2020-02-14 16:31:06 - SUSPENSION ,,,,
12508356,,1910200232020,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 16:29,,,,"Elizabeth - 2020-02-14 16:39:29 - CASA BLANCA CON ROJO, SE ENCUENTRA UN SIX ENFRENTE DE EL DOMICILIO. ",,,,
12508346,,1910200232011,Reventa Datos,Suspension,,LIQUIDADA,14/02/2020 16:23,,14/02/2020 16:28,,Victor - 2020-02-14 16:27:27 - SUSPENSION ,,,,
12508344,,1910200232009,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 16:23,,,,,,,,
12508337,,1910200232002,Reventa Datos,Suspension,,LIQUIDADA,14/02/2020 16:20,,14/02/2020 16:23,,Victor - 2020-02-14 16:22:21 - SUSPENSION ,,,,
12508336,,1910200232000,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 16:19,,,,,,,,
12508334,,1910200231997,Reventa Datos,Lineas Nuevas,,OBJETADA,14/02/2020 16:19,,20/02/2020 10:46,,"Marian - 2020-02-20 10:42:44 - Se objeta solicitud ,tecnico CS ?no acudio. ",,,,
12508328,,1910200231984,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 16:15,,,,,,,,
12508321,,1910200231974,Reventa Datos,Reanudacion,,LIQUIDADA,14/02/2020 16:11,,14/02/2020 16:16,,Victor - 2020-02-14 16:14:04 - REANUDACION ,,,,
12508311,,1910200231965,Reventa Datos,Lineas Nuevas,,LIQUIDADA,14/02/2020 16:05,,20/02/2020 12:06,,,,,,
12508309,,1910200231963,Reventa Datos,Reanudacion,,LIQUIDADA,14/02/2020 16:05,,14/02/2020 16:18,,Victor - 2020-02-14 16:10:27 - REANUDACION ,,,,
12508300,,1910200231958,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 16:03,,,,,,,,
12508297,,1910200231953,Reventa Datos,Reanudacion,,LIQUIDADA,14/02/2020 16:00,,14/02/2020 16:06,,Victor - 2020-02-14 16:04:20 - REANUDACION ,,,,
12508248,,1910200231858,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 14:57,,,,Elizabeth - 2020-02-14 16:41:54 - OK XD ,,,,
12508226,,1910200231821,Reventa Datos,Lineas Nuevas,,EN PROCESO DE ALTA,14/02/2020 14:36,,14/02/2020 14:44,,,,,,
12508162,,1910200231755,Reventa Datos,Lineas Nuevas,,EN PROCESO DE ALTA,14/02/2020 14:06,,14/02/2020 14:18,,,,,,
12508118,,1910200231704,Reventa Datos,Lineas Nuevas,,OBJETADA,14/02/2020 13:48,,20/02/2020 11:36,,,,,,
12508069,,1910200231667,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 13:36,,,,,,,,
12508064,,1910200231659,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 13:35,,,,,,,,
12508028,,1910200231616,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 13:22,,,,,,,,
12508025,,1910200231610,Reventa Datos,Lineas Nuevas,,OBJETADA,14/02/2020 13:21,,17/02/2020 10:20,,Elizabeth - 2020-02-14 13:22:09 - CASA DE DOS PISOS PORTON NEGRO CERCA DE LA VIA ,,,,
12508015,,1910200231604,Reventa Datos,Lineas Nuevas,,OBJETADA,14/02/2020 13:17,,20/02/2020 11:36,,,,,,
12507982,,1910200231567,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 13:06,,,,,,,,
12507919,,1910200231522,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 12:50,,,,,,,,
12507890,,1910200231505,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 12:40,,,,,,,,
12507881,,1910200231494,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 12:37,,,,,,,,
12507861,,1910200231490,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 12:34,,,,Brayan - 2020-02-14 12:35:21 - FRENTE AREA VERDE ,,,,
12507688,,1910200231383,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 11:51,,,,Juan - 2020-02-14 11:52:10 - A 3 KM DEL AEROPUERTO DE MORELIA ,,,,
12507648,,1910200231333,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 11:41,,,,"Marian - 2020-02-20 10:12:50 - Se objeta solicitud, tecnico CS?no acudio. ",,,,
12507614,,1910200231285,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 11:30,,,,,,,,
12507598,,1910200231252,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 11:22,,,,,,,,
12507438,,1910200231210,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 11:11,,,,,,,,
12507417,,1910200231181,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 11:00,,,,,,,,
12507397,,1910200231154,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 10:52,,,,"Guadalupe - 2020-02-14 10:54:24 - : HAY UNA CAMINOETA NEGRA Y UN CARRO GRIS AFUERA DE DOMICILIO : EN LA ENTRADA HAY OFICINAS : TAMBIEN EL DOMICILIO AFUERA DE FRACIONAMIENTO HAY UN A IGLECIA "" LEON DE JUDA"" ",,,,
12507381,,1910200231136,Reventa Paquetes,Desagrega linea existente,,EN PROCESO,14/02/2020 10:47,,,,Maricarmen - 2020-02-15 10:28:21 - Se objeta solicitud cliente no desea el servicio a petici?n de CS Carlos Buenrostro. Elizabeth - 2020-02-14 10:52:06 - alta de linea existente ,,,,
12507235,,1910200231084,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 10:34,,,,,,,,
12507045,,1910200231049,Reventa Datos,Lineas Nuevas,,OBJETADA,14/02/2020 10:24,,20/02/2020 11:14,,,,,,
12507011,,1910200230993,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 10:09,,,,,,,,
12506993,,1910200230968,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 10:00,,,,,,,,
12506888,,1910200230919,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 09:39,,,,"Guadalupe - 2020-02-14 09:52:19 - CASA DE DOS PLANTAS : MORADA O LILA BARANDAL BLANCO FRENTE A "" HR INDUSTRIAL SOBRE CALLE 15"" Y UN MECANICO ENGENERAL : Y HA 4 CUADRAS JARDIN DE NI•OS "" MEXICO 91 "" Y HA 8 CUADRAS DE ESCUELA SECUNDARIA "" 7 FUENTES MARES "" ",,,,
12506886,,1910200230916,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 09:37,,,,,,,,
12506885,,1910200230912,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 09:35,,,,,,,,
12506783,,1910200230883,Reventa Datos,Lineas Nuevas,,CREADA/EN PROCESO,14/02/2020 09:16,,14/02/2020 10:28,,,,,,
12506780,,1910200230878,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 09:14,,,,Elizabeth - 2020-02-14 09:18:44 - Elizabeth - 2020-02-14 09:18:42 - NA ,,,,
12506698,,1910200230847,Reventa Datos,Lineas Nuevas,,EN PROCESO,14/02/2020 07:42,,,,,,,,
12506645,,1910200230797,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 20:26,,,,,,,,
12506640,,1910200230789,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 20:19,,,,,,,,
12506639,,1910200230785,Reventa Datos,Lineas Nuevas,,OBJETADA,13/02/2020 20:19,,20/02/2020 11:38,,Elizabeth - 2020-02-13 20:19:55 - O XD ,,,,
12506630,,1910200230769,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 20:11,,,,Elizabeth - 2020-02-13 20:12:15 - ,,,,
12506615,,1910200230733,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 19:54,,,,,,,,
12506613,,1910200230731,Reventa Datos,Lineas Nuevas,,CREADA/EN PROCESO,13/02/2020 19:53,,13/02/2020 19:57,,"Elizabeth - 2020-02-13 19:54:25 - CASA 2 NIVELES TABIQUE ROJO, PUERTA NEGRA ULTIMA CASA DE LA CERRADA A LA DERECHA. OK XD ",,,,
12506605,,1910200230713,Reventa Datos,Lineas Nuevas,,OBJETADA,13/02/2020 19:49,,13/02/2020 19:54,,,,,,
12506603,,1910200230709,Reventa Datos,Lineas Nuevas,,OBJETADA,13/02/2020 19:47,,13/02/2020 20:25,,"Elizabeth - 2020-02-13 19:48:39 - CASA 2 NIVELES TABIQUE ROJO, PUERTA NEGRA ULTIMA CASA DE LA CERRADA A LA DERECHA. OK XD ",,,,
12506602,,1910200230704,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 19:45,,,,,,,,
12506601,,1910200230698,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 19:43,,,,,,,,
12506599,,1910200230686,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 19:40,,,,Elizabeth - 2020-02-13 19:41:32 - CASA DE UN PISO COLOR AMARILLO OK XD ,,,,
12506598,,1910200230684,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 19:39,,,,,,,,
12506596,,1910200230682,Reventa Datos,Lineas Nuevas,,OBJETADA,13/02/2020 19:37,,20/02/2020 10:46,,"Marian - 2020-02-20 10:40:35 - Se objeta solicitud, tecnico CS no?acudio. ",,,,
12506594,,1910200230675,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 19:35,,,,Elizabeth - 2020-02-13 19:36:07 - CASA 1 PISO SIN PINTAR EN LA ESQUINA TIENDA DE ABARROTES. OK XD ,,,,
12506591,,1910200230665,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 19:27,,,,,,,,
12506588,,1910200230661,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 19:25,,,,,,,,
12506584,,1910200230649,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 19:21,,,,,,,,
12506579,,1910200230636,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 19:15,,,,,,,,
12506542,,1910200230619,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 19:01,,,,"Elizabeth - 2020-02-13 19:02:54 - CASA DE UN NIVEL COLOR GRIS,ZAHUAN DE REJA OK XD ",,,,
12506530,,1910200230615,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 18:58,,,,,,,,
12506525,,1910200230611,Reventa Datos,Suspension,,LIQUIDADA,13/02/2020 18:56,,13/02/2020 21:10,,Victor - 2020-02-13 19:00:13 - SUSPENSION ,,,,
12506522,,1910200230608,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 18:55,,,,,,,,
12506516,,1910200230601,Reventa Datos,Suspension,,LIQUIDADA,13/02/2020 18:52,,13/02/2020 20:30,,Victor - 2020-02-13 18:55:41 - SUSPENSION ,,,,
12506512,,1910200230599,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 18:51,,,,,,,,
12506505,,1910200230594,Reventa Datos,Suspension,,LIQUIDADA,13/02/2020 18:49,,13/02/2020 21:09,,Victor - 2020-02-13 18:51:42 - SUSPENSION ,,,,
12506497,,1910200230587,Reventa Datos,Lineas Nuevas,,OBJETADA,13/02/2020 18:46,,16/02/2020 13:20,,Elizabeth - 2020-02-13 18:47:55 - CASA AMARILLA OK XD ,,,,
12506496,,1910200230585,Reventa Datos,Suspension,,LIQUIDADA,13/02/2020 18:46,,13/02/2020 21:09,,Victor - 2020-02-13 18:48:58 - SUSPENSION ,,,,
12506495,,1910200230584,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 18:46,,,,,,,,
12506487,,1910200230577,Reventa Datos,Suspension,,CREADA / EN PROCESO,13/02/2020 18:45,,,,Victor - 2020-02-13 18:46:12 - SUSPENSION ,,,,
12506461,,1910200230559,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 18:39,,,,Elizabeth - 2020-02-13 18:40:45 - CASA DE COLOR CAFE UN NIVEL PUERTA NEGRA OK XD ,,,,
12506452,,1910200230552,Reventa Datos,Suspension,,CREADA / EN PROCESO,13/02/2020 18:36,,,,Victor - 2020-02-13 18:42:17 - SUSPENSION ,,,,
12506444,,1910200230538,Reventa Datos,Suspension,,LIQUIDADA,13/02/2020 18:33,,13/02/2020 21:06,,Victor - 2020-02-13 18:35:55 - SUSPENSION ,,,,
12506437,,1910200230532,Reventa Datos,Suspension,,CREADA / EN PROCESO,13/02/2020 18:30,,,,Victor - 2020-02-13 18:31:49 - SUSPENSION ,,,,
12506392,,1910200230526,Reventa Datos,Suspension,,LIQUIDADA,13/02/2020 18:27,,13/02/2020 21:06,,Victor - 2020-02-13 18:29:04 - SUSPENSION ,,,,
12506385,,1910200230523,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 18:25,,,,,,,,
12506384,,1910200230521,Reventa Datos,Suspension,,LIQUIDADA,13/02/2020 18:25,,13/02/2020 21:05,,Victor - 2020-02-13 18:26:13 - SUSPENSION ,,,,
12506360,,1910200230516,Reventa Datos,Suspension,,LIQUIDADA,13/02/2020 18:20,,13/02/2020 21:09,,Victor - 2020-02-13 18:22:43 - SUSPENSION ,,,,
12506350,,1910200230496,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 18:12,,,,,,,,
12506347,,1910200230490,Reventa Datos,Suspension,,CREADA / EN PROCESO,13/02/2020 18:11,,,,Victor - 2020-02-13 18:19:51 - SUSPENSION ,,,,
12506344,,1910200230486,Reventa Datos,Suspension,,CREADA / EN PROCESO,13/02/2020 18:09,,,,Victor - 2020-02-13 18:10:31 - SUSPENSION ,,,,
12506333,,1910200230478,Reventa Datos,Lineas Nuevas,,OBJETADA,13/02/2020 18:03,,20/02/2020 10:17,,,,,,
12506331,,1910200230473,Reventa Datos,Lineas Nuevas,,OBJETADA,13/02/2020 18:02,19/02/2020,19/02/2020 14:45,,,,,,
12506326,,1910200230462,Reventa Datos,Suspension,,LIQUIDADA,13/02/2020 17:56,,14/02/2020 12:06,,Victor - 2020-02-13 17:58:52 - SUSPENSION ,,,,
12506323,,1910200230456,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 17:55,,,,,,,,
12506321,,1910200230451,Reventa Datos,Lineas Nuevas,,CREADA/EN PROCESO,13/02/2020 17:55,,13/02/2020 18:29,,Elizabeth - 2020-02-13 18:24:13 - FACHADA BLANCA CON AMARILLO OK XD ,,,,
12506318,,1910200230445,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 17:53,,,,,,,,
12506303,,1910200230425,Reventa Datos,Lineas Nuevas,,OBJETADA,13/02/2020 17:46,,20/02/2020 10:43,,Elizabeth - 2020-02-13 17:47:23 - OK XD ,,,,
12506283,,1910200230419,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 17:45,,,,,,,,
12506245,,1910200230401,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 17:33,,,,,,,,
12506236,,1910200230395,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 17:30,,,,"Elizabeth - 2020-02-13 17:30:59 - CERCAS DEL DOM. SE ENCUENTRA UNA ESCUELA DE JARDIN DE NI•OS ""LUZ MARIA"" ",,,,
12506231,,1910200230388,Reventa Datos,Suspension,,LIQUIDADA,13/02/2020 17:28,,13/02/2020 20:30,,Victor - 2020-02-13 17:28:45 - SUSPENSION ,,,,
12506189,,1910200230344,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 17:18,,,,Elizabeth - 2020-02-13 17:19:23 - LA ENTRADA DEPOSITO DE AGUA ODAPAZ CASA FACHADA DE TABIQUE ,,,,
12506145,,1910200230298,Reventa Datos,Lineas Nuevas,,OBJETADA,13/02/2020 17:01,,20/02/2020 09:09,,"Marian - 2020-02-20 09:10:01 - Se objeta solicitud ,tecnico CS ?no acudio. Elizabeth - 2020-02-13 17:25:15 - OK XD ",,,,
12506136,,1910200230286,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 16:59,,,,"Elizabeth - 2020-02-13 17:00:10 - ES UN LOCAL QUE SE ENCUENTRA A UN LADO DE UNA VINATERIA LLAMADA ""VINOS Y LICORES DIEGO GAEL"" ",,,,
12506121,,1910200230269,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 16:54,,,,Elizabeth - 2020-02-13 16:54:50 - A LADO DE COCINA LILIS OK XD ,,,,
12506120,,1910200230267,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 16:53,,,,Victor - 2020-02-13 16:54:13 - ,,,,
12506119,,1910200230265,Reventa Datos,Suspension,,LIQUIDADA,13/02/2020 16:53,,13/02/2020 21:06,,Victor - 2020-02-13 16:54:15 - SUSPENSION ,,,,
12506090,,1910200230237,Reventa Datos,Suspension,,CREADA / EN PROCESO,13/02/2020 16:44,,,,Victor - 2020-02-13 16:44:51 - SUSPENSION ,,,,
12506082,,1910200230226,Reventa Datos,Reanudacion,,LIQUIDADA,13/02/2020 16:39,,14/02/2020 12:06,,Victor - 2020-02-13 16:40:07 - REANUDACION ,,,,
12506061,,1910200230202,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 16:31,,,,Elizabeth - 2020-02-13 16:32:47 - FRENTE CENTRO DE BARRIOS ,,,,
12506060,,1910200230199,Reventa Datos,Reanudacion,,LIQUIDADA,13/02/2020 16:30,,13/02/2020 16:34,,Victor - 2020-02-13 16:31:33 - REANUDACION ,,,,
12506051,,1910200230189,Reventa Datos,Lineas Nuevas,,OBJETADA,13/02/2020 16:28,,13/02/2020 16:47,,Elizabeth - 2020-02-13 16:42:14 - A DOS CUADRAS DE CORPORATIVO ECOCHEM OK XD ,,,,
12505827,,1910200230087,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 15:29,,,,,,,,
12505825,,1910200230082,Reventa Datos,Lineas Nuevas,,OBJETADA,13/02/2020 15:27,,18/02/2020 16:01,,"Marian - 2020-02-18 14:45:56 - Se objeta solicitud, tecnico CS no acudio. Elizabeth - 2020-02-13 15:31:36 - A LADO DEL RASTRO CASA COLOR NARANJA CON PORTON BLANCA 1 PLANTA ",,,,
12505811,,1910200230058,Reventa Datos,Lineas Nuevas,,EN PROCESO DE ALTA,13/02/2020 15:15,,,,,,,,
12505802,,1910200230045,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 15:07,,,,,,,,
12505781,,1910200230036,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 15:05,,,,,,,,
12505684,,1910200230027,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 14:58,,,,,,,,
12505656,,1910200229994,Reventa Datos,Lineas Nuevas,,LIQUIDADA,13/02/2020 14:40,,20/02/2020 11:05,,,,,,
12505514,,1910200229935,Reventa Datos,Lineas Nuevas,,DOMICILIO SIN FACILIDADES,13/02/2020 14:10,,,,Elizabeth - 2020-02-13 14:11:05 - FRENTE A ESCUELA ULTIMA PRIVADA LADO IZQUIERDO ,,,,
12505460,,1910200229902,Reventa Datos,Lineas Nuevas,,OBJETADA,13/02/2020 13:57,,20/02/2020 10:33,,,,,,
12505143,,1910200229813,Reventa Datos,Lineas Nuevas,,EN PROCESO DE ALTA,13/02/2020 13:27,,13/02/2020 13:37,,,,,,
12504989,,1910200229788,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 13:18,,,,"Elizabeth - 2020-02-13 13:19:29 - CASA ROJO 2 NIVELES, CERCA DE PIZZAS DEL HORNO NEGRO ",,,,
12504985,,1910200229781,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 13:17,,,,,,,,
12504976,,1910200229774,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 13:14,,,,,,,,
12504843,,1910200229678,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 12:44,,,,Elizabeth - 2020-02-13 13:08:44 - NA ,,,,
12504823,,1910200229660,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 12:39,,,,,,,,
12504703,,1910200229563,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 11:58,,,,,,,,
12504558,,1910200229421,Reventa Datos,Lineas Nuevas,,,13/02/2020 11:25,,13/02/2020 11:54,,,,,,
12504447,,1910200229375,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 11:13,,,,Elizabeth - 2020-02-13 11:18:55 - SIN REFERENCIAS Elizabeth - 2020-02-13 11:15:34 - FACHADA DE MARMOL ROSA CON GRIS PUERTA CAFE CON BOLITAS DORADAS LOCAL DE LENCERIA AUN LADO Y POLLO FELIZ ,,,,
12504380,,1910200229313,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 10:55,,,,,,,,
12504369,,1910200229300,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 10:52,,,,,,,,
12504353,,1910200229287,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 10:48,,,,,,,,
12504321,,1910200229242,Reventa Datos,Lineas Nuevas,,LIQUIDADA,13/02/2020 10:40,19/02/2020,19/02/2020 17:17,,,,,,
12504227,,1910200229136,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 10:11,,,,,,,,
12504212,,1910200229120,Reventa Datos,Lineas Nuevas,,EN PROCESO DE ALTA,13/02/2020 10:06,,,,,,,,
12504208,,1910200229114,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 10:05,,,,,,,,
12504087,,1910200229096,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 09:55,,,,Elizabeth - 2020-02-13 09:56:18 - CERCA DE UNA TIENDA ,,,,
12504086,,1910200229093,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 09:55,,,,,,,,
12504071,,1910200229081,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 09:48,,,,,,,,
12503939,,1910200229043,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 09:18,,,,,,,,
12503929,,1910200229036,Reventa Datos,Lineas Nuevas,,LIQUIDADA,13/02/2020 09:07,,20/02/2020 12:05,,,,,,
12503925,,1910200229032,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 09:06,,,,,,,,
12503854,,1910200229025,Reventa Datos,Lineas Nuevas,,OBJETADA,13/02/2020 08:55,,17/02/2020 13:02,,,,,,
12503829,,1910200229013,Reventa Datos,Lineas Nuevas,,EN PROCESO,13/02/2020 08:12,,,,,,,,
12503804,,1910200228981,Reventa Datos,Lineas Nuevas,,EN PROCESO,12/02/2020 20:41,,,,,,,,
12503799,,1910200228961,Reventa Datos,Lineas Nuevas,,LIQUIDADA,12/02/2020 20:31,,19/02/2020 17:26,,"Marian - 2020-02-19 17:22:58 - Se realiza instalacion dejando el servicio navegando con entrega de modem correcto ?recibe en domicilio Daniel Rodriguez, tecnico CS ?no acudio. ",,,,
12503798,,1910200228954,Reventa Datos,Lineas Nuevas,,OBJETADA,12/02/2020 20:29,,19/02/2020 15:49,,"Marian - 2020-02-19 15:42:59 - Se objeta solicitud, tecnico CS no acudio. ",,,,
12503785,,1910200228921,Reventa Datos,Lineas Nuevas,,EN PROCESO,12/02/2020 20:17,,,,Victor - 2020-02-12 20:18:23 - SE ENCUENTRA TEMPLO SAN JUAN A TRES CUADRAS DE DOMICILIO ,,,,
12503731,,1910200228893,Reventa Datos,Lineas Nuevas,,EN PROCESO,12/02/2020 20:02,,,,,,,,
12503726,,1910200228886,Reventa Datos,Lineas Nuevas,,OBJETADA,12/02/2020 19:58,,13/02/2020 07:01,,,,,,
12503722,,1910200228880,Reventa Datos,Lineas Nuevas,,OBJETADA,12/02/2020 19:54,,19/02/2020 12:54,,"Marian - 2020-02-19 12:45:24 - Se objeta solicitud, tecnico CS ?no acudio. Victor - 2020-02-12 19:58:56 - TIENDA LA PASADITA A MANO IZQ ",,,,
12503626,,1910200228798,Reventa Datos,Lineas Nuevas,,EN PROCESO,12/02/2020 18:52,,,,Victor - 2020-02-12 18:55:06 - REFACCIONARIA LA CARCACHITA A 5 M APROX ,,,,
12503623,,1910200228794,Reventa Datos,Lineas Nuevas,,LIQUIDADA,12/02/2020 18:51,19/02/2020,19/02/2020 13:22,,"Elizabeth - 2020-02-12 18:53:09 - ARBOL AFUERA, CALLE CERRADA OK XD ",,,,
12503618,,1910200228790,Reventa Datos,Lineas Nuevas,,LIQUIDADA,12/02/2020 18:50,,19/02/2020 11:32,,"Marian - 2020-02-19 11:39:38 - Se realiza instalacion dejando el servicio navegando con entrega de modem correcto ?recibe en domicilio Jose Guadalupe Gonzalez Polanco, tecnico CS no acudio. Elizabeth - 2020-02-12 18:51:02 - entrando por la calle de portes gil el primer fraccionamiento la casa la que topa saliendo de jose luis cuevas la calle ",,,,
12503597,,1910200228769,Reventa Datos,Lineas Nuevas,,EN PROCESO,12/02/2020 18:43,21/02/2020,,,Elizabeth - 2020-02-12 18:43:39 - ENTRE LA PRIMARIA ADOLFO RUIZ CORTINEZ Y MUEBLERIA ,,,,
12503555,,1910200228751,Reventa Datos,Lineas Nuevas,,LIQUIDADA,12/02/2020 18:30,,19/02/2020 12:08,,Elizabeth - 2020-02-12 18:38:04 - Casa una planta fachada blanca porton negro lado.derecho poste de Telmex lado izquierdo porton rojo casi topando a pared OK XD ,,,,
12503541,,1910200228735,Reventa Datos,Lineas Nuevas,,EN PROCESO,12/02/2020 18:24,,,,,,,,
12503520,,1910200228724,Reventa Datos,Lineas Nuevas,,LIQUIDADA,12/02/2020 18:16,19/02/2020,19/02/2020 13:07,,"Elizabeth - 2020-02-12 18:17:16 - AUN LADO DE LA PLANTA DE AGUA , CASA COLOR BEIGE CON GRIS OK XD ",,,,
